Sector,Sub-Sector,Sub-Group,Scheme Status,Key Client,Project / Programme Name,Project or Programme,No of projects,Project Summary,ONS Region,Asset Ownership,Economically Regulated Asset,Funding Source,Start of Works / Construction (Projected),Date in Service (Projected),Total Capex Cost all funding (£m),Total Capex Cost Publicly Funded (£m),2017/18 (£m),2018/19 (£m),2019/20 (£m),2020/21 (£m), 2021/22 and Beyond (£m),Basis of Costs,Base Year,Data source (including web address),Public Notes, 2017/18 (£m constant), 2018/19 (£m constant), 2019/20 (£m constant), 2020/21 (£m constant), 2021/22 and Beyond (£m constant), 2018/19 to 2020/21 (£m constant), 2018/19 onwards (£m constant), East Midlands 2018/19 to 2020/21 (£m constant), East of England 2018/19 to 2020/21 (£m constant), London 2018/19 to 2020/21 (£m constant), North East 2018/19 to 2020/21 (£m constant), North West 2018/19 to 2020/21 (£m constant), South East 2018/19 to 2020/21 (£m constant), South West 2018/19 to 2020/21 (£m constant), West Midlands 2018/19 to 2020/21 (£m constant), Yorkshire and the Humber 2018/19 to 2020/21 (£m constant)
Utilities,Electricity Distribution,Electricity Distribution,Active Programme,Western Power Distribution,Western Power Distribution South West (SWEST) RIIO,Programme,Multiple,Western Power Distribution South West (SWEST) RIIO,South West,Private,Yes,Private,2015/16,2022/23," 1,408.41 ", -   , 213.08 , 212.78 , 191.35 , 191.62 , 389.33 ,Constant,2012/13,RAV additions (2012/13 RPI real) from Ofgem's Annual Iteration Process November 2017 https://www.ofgem.gov.uk/publications-and-updates/riio-ed1-financial-model-following-annual-iteration-process-2017,"The investment profiles have been taken  from Ofgem's financial model. The ""net RAV additions"" is used as an estimate for investment.", 230.35 , 230.02 , 206.86 , 207.15 , 420.88 , 644.03 ," 1,064.91 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,South West,Programme,Multiple,Works to increase capacity of network for additional generation and to replace assets that are becoming unreliable.,South West,Private,Yes,Private,Started,TBC, 323.46 , -   , 45.06 , 43.84 , 104.48 , 84.47 , -   ,Constant,2017/18,,, 45.06 , 43.84 , 104.48 , 84.47 , -   , 232.78 , 232.78 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,North Wales,Programme,Multiple,Upgrades in relation to providing additional network capability for generation connections,Wales,Private,Yes,Private,Started,TBC, 177.01 , -   , 17.02 , 11.65 , 14.59 , 22.34 , -   ,Constant,2017/18,,, 17.02 , 11.65 , 14.59 , 22.34 , -   , 48.58 , 48.58 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,London Power Tunnels,Programme,Multiple,Replacement of ageing underground cable infrastructure in London into tunnels.,London,Private,Yes,Private,Started,TBC," 1,189.48 ", -   , 24.79 , 33.90 , 55.09 , 171.51 , -   ,Constant,2017/18,,, 24.79 , 33.90 , 55.09 , 171.51 , -   , 260.49 , 260.49 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,East Anglia,Programme,Multiple,Upgrades principally in relation to connecting new generators to the network.,East of England,Private,Yes,Private,Started,TBC, 428.83 , -   , 11.01 , 8.58 , 5.95 , 2.23 , -   ,Constant,2017/18,,, 11.01 , 8.58 , 5.95 , 2.23 , -   , 16.75 , 16.75 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,West Coast HVDC link,Programme,Multiple,New HVDC subsea cable connecting Scotland to Northern England/North Wales to facilitate flow of electricity from north to south,UK,Private,Yes,Private,Started,TBC," 1,093.12 ", -   , 72.74 , 20.38 , 28.28 , -   , -   ,Constant,2017/18,,, 72.74 , 20.38 , 28.28 , -   , -   , 48.66 , 48.66 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,Network upgrades for interconnectors,Programme,Multiple,Upgrades to accommodate new interconnector connections to network.,UK,Private,Yes,Private,Started,TBC, 261.07 , -   , 83.70 , 33.91 , 26.45 , 18.18 , -   ,Constant,2017/18,,, 83.70 , 33.91 , 26.45 , 18.18 , -   , 78.55 , 78.55 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,National Grid East,Programme,Multiple,Works to increase capacity of network for additional generation and to replace assets that are becoming unreliable.,UK,Private,Yes,Private,Started,TBC, 385.62 , -   , 0.19 , 4.10 , 4.45 , 8.32 , -   ,Constant,2017/18,,, 0.19 , 4.10 , 4.45 , 8.32 , -   , 16.87 , 16.87 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,National Grid West,Programme,Multiple,Works to increase capacity of network for additional generation and to replace assets that are becoming unreliable.,UK,Private,Yes,Private,Started,TBC, 219.26 , -   , 32.26 , 38.61 , 14.14 , 14.69 , -   ,Constant,2017/18,,, 32.26 , 38.61 , 14.14 , 14.69 , -   , 67.44 , 67.44 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,National Grid North,Programme,Multiple,Works to increase capacity of network for additional generation connection on the north west coast.,UK,Private,Yes,Private,Started,TBC," 2,019.25 ", -   , 111.13 , 135.09 , 138.18 , 159.29 , -   ,Constant,2017/18,,, 111.13 , 135.09 , 138.18 , 159.29 , -   , 432.55 , 432.55 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,South East,Programme,Multiple,Works to increase capacity of network for additional generation and to replace assets that are becoming unreliable.,South East,Private,Yes,Private,Started,TBC," 1,228.42 ", -   , 69.91 , 63.43 , 84.86 , 59.14 , -   ,Constant,2017/18,,, 69.91 , 63.43 , 84.86 , 59.14 , -   , 207.43 , 207.43 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,Strategic North,Programme,Multiple,Upgrades to connect Moorside nuclear power station & further increase export capacity from the North,UK,Private,Yes,Private,Started,TBC, 85.62 , -   , 5.31 , 0.10 , -   , -   , -   ,Constant,2017/18,,, 5.31 , 0.10 , -   , -   , -   , 0.10 , 0.10 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,Strategic South West,Programme,Multiple,Upgrades to connect Hinkley nuclear power station & further increase export capacity from the South West.,South West,Private,Yes,Private,Started,TBC, 434.43 , -   , 10.94 , 24.17 , 128.67 , 149.21 , -   ,Constant,2017/18,,, 10.94 , 24.17 , 128.67 , 149.21 , -   , 302.06 , 302.06 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,National Grid,National Grid South,Programme,Multiple,Works to increase capacity of network for additional generation and to replace assets that are becoming unreliable.,UK,Private,Yes,Private,Started,TBC," 1,209.33 ", -   , 85.96 , 52.23 , 45.50 , 53.05 , -   ,Constant,2017/18,,, 85.96 , 52.23 , 45.50 , 53.05 , -   , 150.79 , 150.79 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,Scottish Power,SP Transmission Ltd - RIIO-T1 final proposals,Programme,Multiple,Central & Southern Scotland,Scotland,Private,Yes,Private,,, 862.99 , -   , 106.25 , 115.89 , 130.02 , 94.17 , -   ,Constant,2009/10,SPTL,, 120.92 , 131.89 , 147.97 , 107.17 , -   , 387.04 , 387.04 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,SSE,Base Capex & Connections,Programme,Multiple,RIIO-T1 Base Capex & Future Connections,Scotland,Private,Yes,Private,2013,2021," 1,389.38 ", -   , 205.88 , 192.07 , 279.71 , 285.91 , -   ,Constant,2009/10,Scottish & Southern Electricity Networks,"Forecast includes customer connections, shared use infrastructure (including schemes triggered by the volume driver mechanism) and non load related base capex expenditure.  The forecast is based on the best view generation connection status", 234.31 , 218.59 , 318.33 , 325.39 , -   , 862.32 , 862.32 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Active Programme,SSE,Caithness Moray HVDC Link,Programme,Multiple,HVDC Link from Caithness to Moray and Associtaed AC Infrastructure,Scotland,Private,Yes,Private,2014,2018, 839.69 , -   , 117.23 , 82.70 , 1.43 , 0.26 , -   ,Constant,2009/10,Scottish & Southern Electricity Networks,Project approved December 2014.  Project scheduled for completion 2018., 133.41 , 94.12 , 1.62 , 0.29 , -   , 96.04 , 96.04 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,In Construction,Scottish Power,Kilmarnock South 275kV and 400kV Substations Uprating UC-NA5856,Project,1,Southern Scotland,Scotland,Private,Yes,Private,2016/17,13/12/2019, 42.69 , -   , 18.50 , 7.48 , 2.89 , 0.07 , -   ,Constant,2009/10,SPTL,, 21.06 , 8.51 , 3.29 , 0.08 , -   , 11.88 , 11.88 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,In Construction,Scottish Power,TIRG - Beauly-Denny 400kV line UC-5920042,Project,1,Northern Scotland (B1) to Central Scotland (B4),Scotland,Private,Yes,Private,2012/13,8/8/2019, 124.95 , -   , 12.87 , 7.69 , 0.36 , -   , -   ,Constant,2009/10,SPTL,, 14.65 , 8.76 , 0.41 , -   , -   , 9.17 , 9.17 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,In Progress,Scottish Power,Blackhill 132kV Substation to Glenglass 132kV Substation UC-C7920150,Project,1,Southern Scotland,Scotland,Private,Yes,Private,2015/16,30/8/2018, 45.00 , -   , 6.70 , 3.93 , 0.01 , 0.01 , 0.01 ,Constant,2009/10,SPTL,This project has been commissioned however an investment profile will remain in the pipeline until financial close-out is complete., 7.62 , 4.47 , 0.02 , 0.01 , 0.01 , 4.50 , 4.51 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,In Progress,Scottish Power,"Incremental Reinforcement: (a) Series Compensation (b) East-West 400kV Upgrade UC-NA5770
UC-NA1083 ",Project,1,"Incremental Reinforcement: (a) Series Compensation (b) East-West 400kV Upgrade UC-NA5770
UC-NA1083 ",Scotland,Private,Yes,Private,2012/13,23/4/2018, 124.73 , -   , 4.22 , 3.63 , 0.08 , 0.06 , -   ,Constant,2009/10,SPTL,This project has been commissioned however an investment profile will remain in the pipeline until financial close-out is complete., 4.80 , 4.13 , 0.09 , 0.07 , -   , 4.29 , 4.29 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,In Progress,Scottish Power,New Cumnock - South West 132kV Reinforcement UC-C7920202,Project,1,Southern Scotland,Scotland,Private,Yes,Private,2015/16,1/3/2018, 54.11 , -   , 12.05 , 7.39 , 0.81 , -   , -   ,Constant,2009/10,SPTL,This project has been commissioned however an investment profile will remain in the pipeline until financial close-out is complete., 13.71 , 8.41 , 0.93 , -   , -   , 9.34 , 9.34 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,In Progress,Scottish Power,TIRG - South West Scotland UC-5920044,Project,1,Southern Scotland,Scotland,Private,Yes,Private,2013/14,18/7/2016, 42.03 , -   , 0.22 , 0.12 , 0.03 , 0.03 , -   ,Constant,2009/10,SPTL,This project has been commissioned however an investment profile will remain in the pipeline until financial close-out is complete., 0.25 , 0.14 , 0.03 , 0.03 , -   , 0.20 , 0.20 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,In Progress,Scottish Power,Western HVDC link UC-NA2883,Project,1,"Central Scotland (B6) to NW England (B6, B7, B7a)",Scotland,Private,Yes,Private,2013/14,2017/18, 359.57 , -   , 19.14 , 7.27 , 10.29 , -   , -   ,Constant,2009/10,SPTL,This project has been commissioned however an investment profile will remain in the pipeline until financial close-out is complete., 21.78 , 8.28 , 11.71 , -   , -   , 19.98 , 19.98 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Scoping,Scottish Power,Offshore - Eastern HVDC Link from Torness to Hawthorn Pit (E2DC),Project,1,Offshore - Eastern HVDC Link from Torness to Hawthorn Pit (E2DC),Scotland,Private,Yes,Private,2023/24,2025/26, 197.37 , -   , -   , -   , -   , -   , 197.37 ,Constant,2009/10,SPTL,, -   , -   , -   , -   , 224.62 , -   , 224.62 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Electricity Transmission,Various,National Grid,Other Investments,Programme,Multiple,Replacement of ageing assets and works to maintain the reliability of the network,UK,Private,Yes,Private,Started,TBC," 6,594.43 ", -   , 234.27 , 377.43 , 551.07 , 510.56 , -   ,Constant,2017/18,,, 234.27 , 377.43 , 551.07 , 510.56 , -   ," 1,439.06 "," 1,439.06 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,In Construction,NSL (previously called NSN),NSL (previously called NSN),Project,1,1.4GW link to Norway,North East,Private,Yes,Private,2017,2021," 1,200.00 ", -   , -   , -   , -   , -   , -   ,Nominal,,,," 1,200.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,In Construction,ElecLink,ElecLink,Project,1,1GW link to France,South East,Private,No,Private,2017,2020, 300.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, 300.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,In Construction,IFA2,IFA2,Project,1,1GW link to France,South East,Private,Yes,Private,2017,2020, 700.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, 700.00 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,Nemo,Nemo,Project,1,1GW link to Belgium,East of England,Private,Yes,Private,2015,2019, 390.00 , -   , -   , -   , -   , -   , -   ,Nominal,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,FAB Link,FAB Link,Project,1,"1.4GW link to France, via Aldernay",South West,Private,Yes,Private,2019,TBC, 550.00 , -   , -   , -   , 550.00 , -   , -   ,Nominal,,,, -   , -   , 533.40 , -   , -   , 533.40 , 533.40 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,Greenlink,Greenlink,Project,1,500MW link to Ireland,Wales,Private,Yes,Private,2020,2023, 330.00 , -   , -   , -   , 330.00 , -   , -   ,Nominal,,,, -   , -   , 320.04 , -   , -   , 320.04 , 320.04 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,Viking Link,Viking Link,Project,1,1.4GW link to Denmark,East Midlands,Private,Yes,Private,2019,2023," 1,000.00 ", -   , -   , -   ," 1,000.00 ", -   , -   ,Nominal,,,, -   , -   , 969.82 , -   , -   , 969.82 , 969.82 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,NorthConnect,NorthConnect,Project,1,1.4GW link to Norway,Scotland,Private,Yes,Private,2020,2022," 1,800.00 ", -   , -   , -   , -   ," 1,800.00 ", -   ,Nominal,,,, -   , -   , -   ," 1,717.16 ", -   ," 1,717.16 "," 1,717.16 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,Aquind,Aquind,Project,1,2GW link to France,South East,Private,No,Private,2017,2022," 1,000.00 ", -   ,, -   , -   , -   , -   ,Nominal,,,," 1,000.00 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,GridLink,GridLink,Project,1,1.4GW link to France,South East,Private,Yes,Private,2019,2022, 600.00 , -   , -   , -   , 600.00 , -   , -   ,Nominal,,,, -   , -   , 581.89 , -   , -   , 581.89 , 581.89 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity Transmission,Interconnector,Scoping,NeuConnect,NeuConnect,Project,1,1.4GW link to Germany,East Midlands,Private,Yes,Private,2019,2022," 1,200.00 ", -   , -   , -   ," 1,200.00 ", -   , -   ,Nominal,,,, -   , -   ," 1,163.79 ", -   , -   ," 1,163.79 "," 1,163.79 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity transmission,Electricity Transmission,Active Programme,Various,Additional Expenditure Electricity Transmission ,Programme,Multiple,Additional Expenditure Electricity Transmission ,"England, Wales and Scotland",Private,Yes,Private,Started,2020/21, 190.41 , -   , 47.60 , 47.60 , 47.60 , 47.60 , -   ,Constant,2012/13,Balancing line (2012 GDP real) to ensure consistency with BEIS Electricity Transmission Investment totals.,BEIS balancing line has been averaged and flat lined across respective years., 51.46 , 51.46 , 51.46 , 51.46 , -   , 154.38 , 154.38 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Utilities,Electricity transmission,Offshore Transmission,Scoping,OFTO expenditure post 3rd bidding round,OFTO expenditure post 3rd bidding round,Programme,Multiple,OFTO expenditure post 3rd bidding round,Offshore,Private,Yes,Private,2017/18,2020/21," 2,320.22 ", -   , 814.41 , 638.55 , 511.60 , 355.66 , -   ,Constant,2012/13,BEIS (2012 GDP real) Electricity Offshore Transmission Investment totals.,, 880.41 , 690.30 , 553.07 , 384.48 , -   ," 1,627.85 "," 1,627.85 ", -   , -   , -   , -   , -   , -   , -   , -   , -   
